Syntax version=4
Wed Jul 04 03:45:08 2018
Starting process (3312812 clocks per sec)

LogRawData=false
VarHeader=1
D:		ADC_Value	LoadDataAcquired	iServoLoadRate	iAccSpd	isotonicLoad	Kd_term	Ki_term	Kp_term	control	lServoPulseAddCnt	iCurTonicSpd	lTotalPositionCount	!LoadDataAcquired_10!	!isotonicLoad_100!
D:	time(ms)	(0x20001220,2)	(0x20001148,4)	(0x20001296,3)	(0x200011a8,5)	(0x2000126a,3)	(0x200010e8,7)	(0x200010e0,7)	(0x200010d8,7)	(0x200010f0,7)	(0x200011b4,5)	(0x200011f0,5)	(0x200011ac,5)	!LoadDataAcquired/100!	!isotonicLoad/100!
D:	1055.59	1800	8789	20	410	9300	0.000000	-155.593000	-255.500000	-411.093000	0	-410	-124939	87.89	93.0
D:	1060.96	1983	8789	20	411	9300	0.000000	-155.720750	-255.500000	-411.220750	0	-411	-124939	87.89	93.0
D:	1066.34	1759	8789	20	411	9300	0.000000	-155.848500	-255.500000	-411.348500	0	-411	-124939	87.89	93.0
D:	1071.71	1721	8788	20	411	9300	-0.000000	-155.976500	-256.000000	-411.976500	0	-411	-124939	87.88	93.0
D:	1077.09	2010	8788	20	411	9300	-0.000000	-156.104750	-256.500000	-412.604750	0	-412	-124939	87.88	93.0
D:	1082.46	1776	8787	20	412	9300	0.000000	-156.233000	-256.500000	-412.733000	0	-412	-124939	87.87	93.0
D:	1087.84	1539	8787	20	412	9300	0.000000	-156.361250	-256.500000	-412.861250	0	-412	-124939	87.87	93.0
D:	1093.34	2040	8787	20	412	9300	0.000000	-156.489500	-256.500000	-412.989500	0	-412	-124939	87.87	93.0
D:	1098.71	1546	8786	20	413	9300	0.000000	-156.746500	-257.000000	-413.746500	0	-413	-124939	87.86	93.0
D:	1104.09	1971	8786	20	413	9300	0.000000	-156.874750	-256.500000	-413.374750	0	-413	-124939	87.86	93.0
D:	1109.46	1727	8787	20	413	9300	-0.000000	-157.003250	-257.000000	-414.003250	0	-413	-124939	87.87	93.0
D:	1114.84	1541	8786	20	414	9300	0.000000	-157.131750	-257.000000	-414.131750	0	-414	-124939	87.86	93.0
D:	1120.21	1982	8787	20	414	9300	0.000000	-157.260000	-256.500000	-413.760000	0	-414	-124939	87.87	93.0
D:	1125.59	8921	8787	20	413	9300	0.000000	-157.388250	-256.500000	-413.888250	0	-413	-124939	87.87	93.0
D:	1130.97	1538	8787	20	413	9300	0.000000	-157.516250	-256.000000	-413.516250	0	-413	-124939	87.87	93.0
D:	1136.33	1752	8788	20	413	9300	0.000000	-157.644000	-255.500000	-413.144000	0	-413	-124939	87.88	93.0
D:	1141.71	1703	8789	20	413	9300	0.000000	-157.771750	-255.500000	-413.271750	0	-413	-124939	87.89	93.0
D:	1147.09	1717	8789	20	413	9300	0.000000	-157.899500	-255.500000	-413.399500	0	-413	-124939	87.89	93.0
D:	1152.46	1730	8789	20	413	9300	0.000000	-158.027250	-255.500000	-413.527250	0	-413	-124939	87.89	93.0
D:	1158.00	1787	8788	20	414	9300	-0.000000	-158.155250	-256.000000	-414.155250	0	-414	-124939	87.88	93.0
D:	1163.46	1992	8788	20	414	9300	0.000000	-158.283250	-256.000000	-414.283250	0	-414	-124939	87.88	93.0
D:	1168.84	8910	8788	20	414	9300	0.000000	-158.539250	-256.000000	-414.539250	0	-414	-124939	87.88	93.0
D:	1174.22	1757	8788	20	414	9300	0.000000	-158.667250	-256.000000	-414.667250	0	-414	-124939	87.88	93.0
D:	1179.58	1720	8788	20	414	9300	0.000000	-158.795250	-256.000000	-414.795250	0	-414	-124939	87.88	93.0
D:	1185.13	1539	8788	20	414	9300	0.000000	-158.923250	-256.000000	-414.923250	0	-414	-124939	87.88	93.0
D:	1190.46	8961	8788	21	414	9300	0.000000	-159.051250	-256.000000	-415.051250	0	-414	-124939	87.88	93.0
D:	1195.83	1727	8789	21	415	9300	0.000000	-159.179000	-255.500000	-414.679000	0	-415	-124939	87.89	93.0
D:	1201.25	1768	8789	21	414	9300	0.000000	-159.306750	-255.500000	-414.806750	0	-414	-124939	87.89	93.0
D:	1206.58	1752	8789	21	414	9300	0.000000	-159.434250	-255.000000	-414.434250	0	-414	-124939	87.89	93.0
D:	1211.98	1786	8790	21	414	9300	0.000000	-159.561750	-255.000000	-414.561750	0	-414	-124939	87.9	93.0
D:	1217.46	1757	8791	21	414	9300	0.000000	-159.689000	-254.500000	-414.189000	0	-414	-124939	87.91	93.0
D:	1222.84	1716	8791	21	414	9300	0.000000	-159.816250	-254.500000	-414.316250	0	-414	-124939	87.91	93.0
D:	1228.21	2035	8790	21	414	9300	-0.000000	-159.943750	-255.000000	-414.943750	0	-414	-124939	87.9	93.0
D:	1233.58	1720	8790	21	415	9300	0.000000	-160.071250	-255.000000	-415.071250	0	-415	-124939	87.9	93.0
D:	1238.96	1540	8790	21	415	9300	0.000000	-160.326250	-255.000000	-415.326250	0	-415	-124939	87.9	93.0
D:	1244.33	1763	8789	21	415	9300	0.000000	-160.453750	-255.000000	-415.453750	0	-415	-124939	87.89	93.0
D:	1249.71	1688	8790	21	415	9300	0.000000	-160.581250	-255.000000	-415.581250	0	-415	-124939	87.9	93.0
D:	1255.21	1723	8791	21	415	9300	0.000000	-160.708500	-254.500000	-415.208500	0	-415	-124939	87.91	93.0
D:	1260.58	1722	8791	21	415	9300	0.000000	-160.835750	-254.500000	-415.335750	0	-415	-124939	87.91	93.0
D:	1266.21	1554	8792	21	415	9300	0.000000	-160.962750	-254.000000	-414.962750	0	-415	-124939	87.92	93.0
D:	1271.58	1539	8792	21	414	9300	0.000000	-161.089750	-254.000000	-415.089750	0	-414	-124939	87.92	93.0
D:	1276.96	1744	8791	21	415	9300	-0.000000	-161.217000	-254.500000	-415.717000	0	-415	-124939	87.91	93.0
D:	1282.33	1720	8792	21	415	9300	0.000000	-161.344000	-254.000000	-415.344000	0	-415	-124939	87.92	93.0
D:	1287.71	1983	8792	21	415	9300	0.000000	-161.471000	-254.000000	-415.471000	0	-415	-124939	87.92	93.0
D:	1293.21	1772	8792	21	415	9300	0.000000	-161.598000	-254.000000	-415.598000	0	-415	-124939	87.92	93.0
D:	1298.72	1751	8791	21	416	9300	-0.000000	-161.725250	-254.500000	-416.352447	0	-416	-124939	87.91	93.0
D:	1304.08	1781	8791	21	416	9300	-0.000000	-161.980000	-255.000000	-416.980000	0	-416	-124939	87.91	93.0
D:	1309.46	1727	8790	21	416	9300	0.000000	-162.107500	-255.000000	-417.107500	0	-416	-124939	87.9	93.0
D:	1314.83	1721	8790	21	417	9300	-0.000000	-162.235250	-255.500000	-417.735250	0	-417	-124939	87.9	93.0
D:	1320.21	1768	8789	21	417	9300	0.000000	-162.363000	-255.500000	-417.863000	0	-417	-124939	87.89	93.0
D:	1325.58	2037	8789	21	417	9300	0.000000	-162.490750	-255.500000	-417.990750	0	-417	-124939	87.89	93.0
D:	1330.96	1758	8789	21	417	9300	0.000000	-162.618500	-255.500000	-418.118500	0	-417	-124939	87.89	93.0
D:	1336.34	1720	8789	21	418	9300	-0.000000	-162.746500	-256.000000	-418.746500	0	-418	-124939	87.89	93.0
D:	1341.71	1770	8788	21	418	9300	0.000000	-162.874250	-255.500000	-418.374250	0	-418	-124939	87.88	93.0
D:	1347.08	1732	8788	21	418	9300	-0.000000	-163.002250	-256.000000	-419.002250	0	-418	-124939	87.88	93.0
D:	1352.46	1720	8788	21	419	9300	-0.000000	-163.130500	-256.500000	-419.630500	0	-419	-124939	87.88	93.0
D:	1357.84	1756	8787	21	419	9300	0.000000	-163.258750	-256.500000	-419.758750	0	-419	-124939	87.87	93.0
D:	1363.21	1772	8787	21	419	9300	0.000000	-163.387000	-256.500000	-419.887000	0	-419	-124939	87.87	93.0
D:	1368.71	1544	8786	21	420	9300	-0.000000	-163.515500	-257.000000	-420.515500	0	-420	-124939	87.86	93.0
D:	1374.08	1763	8786	21	420	9300	0.000000	-163.772500	-257.000000	-420.772500	0	-420	-124939	87.86	93.0
D:	1379.47	1717	8787	21	420	9300	0.000000	-163.901000	-257.000000	-420.901000	0	-420	-124939	87.87	93.0
D:	1384.83	1554	8787	21	420	9300	0.000000	-164.029000	-256.000000	-420.029000	0	-420	-124939	87.87	93.0
D:	1390.21	2040	8787	21	420	9300	-0.000000	-164.157250	-256.500000	-420.657250	0	-420	-124939	87.87	93.0
D:	1395.58	1556	8787	21	420	9300	0.000000	-164.285500	-256.500000	-420.785500	0	-420	-124939	87.87	93.0
D:	1400.96	1976	8787	21	420	9300	0.000000	-164.413750	-256.500000	-420.913750	0	-420	-124939	87.87	93.0
D:	1406.33	1776	8787	21	420	9300	0.000000	-164.542000	-256.500000	-421.042000	0	-420	-124939	87.87	93.0
D:	1411.71	1759	8787	21	421	9300	0.000000	-164.670250	-256.500000	-421.170250	0	-421	-124939	87.87	93.0
D:	1417.08	1736	8787	21	421	9300	0.000000	-164.798500	-256.500000	-421.298500	0	-421	-124939	87.87	93.0
D:	1422.46	1770	8786	21	421	9300	-0.000000	-164.927000	-257.000000	-421.927000	0	-421	-124939	87.86	93.0
D:	1427.84	1772	8786	21	421	9300	0.000000	-165.055500	-257.000000	-422.055500	0	-422	-124939	87.86	93.0
D:	1433.21	8707	8786	21	422	9300	0.000000	-165.184000	-257.000000	-422.184000	0	-422	-124939	87.86	93.0
D:	1438.62	1756	8786	21	422	9300	0.000000	-165.312500	-257.000000	-422.312500	0	-422	-124939	87.86	93.0
D:	1443.96	1729	8786	21	422	9300	0.000000	-165.441000	-257.000000	-422.069250	0	-422	-124939	87.86	93.0
D:	1449.33	1720	8787	21	422	9300	-0.000000	-165.697750	-257.000000	-422.697750	0	-422	-124939	87.87	93.0
D:	1454.71	1791	8786	21	422	9300	0.000000	-165.826250	-257.000000	-422.826250	0	-422	-124939	87.86	93.0
D:	1460.08	1759	8786	21	422	9300	0.000000	-165.954500	-256.500000	-422.454500	0	-422	-124939	87.86	93.0
D:	1465.46	1768	8786	21	422	9300	-0.000000	-166.083000	-257.000000	-423.083000	0	-422	-124939	87.86	93.0
D:	1470.84	1959	8786	21	423	9300	0.000000	-166.211500	-257.000000	-423.211500	0	-423	-124939	87.86	93.0
D:	1476.21	1744	8785	21	423	9300	-0.000000	-166.340250	-257.500000	-423.840250	0	-423	-124939	87.85	93.0
D:	1481.73	1548	8786	21	423	9300	0.000000	-166.468750	-257.000000	-423.468750	0	-423	-124939	87.86	93.0
D:	1487.33	2027	8786	21	423	9300	0.000000	-166.597000	-256.500000	-423.097000	0	-423	-124939	87.86	93.0
D:	1492.72	1727	8787	21	423	9300	0.000000	-166.725250	-256.500000	-423.225250	0	-423	-124939	87.87	93.0
D:	1498.21	8680	8787	21	423	9300	0.000000	-166.853500	-256.500000	-423.353500	0	-423	-124939	87.87	93.0
D:	1503.98	1992	8787	21	423	9300	0.000000	-166.981750	-256.500000	-423.610000	0	-423	-124939	87.87	93.0
D:	1509.33	1544	8787	21	423	9300	0.000000	-167.238250	-256.500000	-423.738250	0	-423	-124939	87.87	93.0
D:	1514.72	1544	8787	21	423	9300	0.000000	-167.366500	-256.500000	-423.866500	0	-423	-124939	87.87	93.0
D:	1520.34	1546	8787	21	423	9300	0.000000	-167.494750	-256.500000	-423.994750	0	-423	-124939	87.87	93.0
D:	1525.71	1759	8787	21	423	9300	-0.000000	-167.623250	-257.000000	-424.623250	0	-423	-124939	87.87	93.0
D:	1531.08	1752	8786	21	424	9300	-0.000000	-167.752000	-257.500000	-425.252000	0	-424	-124939	87.86	93.0
D:	1536.45	1548	8785	21	425	9300	0.000000	-167.880750	-257.500000	-425.380750	0	-425	-124939	87.85	93.0
D:	1541.85	8466	8785	21	425	9300	0.000000	-168.009500	-257.500000	-425.509500	0	-425	-124939	87.85	93.0
D:	1547.21	1768	8785	21	425	9300	0.000000	-168.138250	-257.500000	-425.638250	0	-425	-124939	87.85	93.0
D:	1552.58	1768	8785	21	425	9300	0.000000	-168.267000	-257.500000	-425.767000	0	-425	-124939	87.85	93.0
D:	1557.97	1758	8785	21	425	9300	0.000000	-168.395750	-257.500000	-425.895750	0	-425	-124939	87.85	93.0
D:	1563.33	1544	8785	21	426	9300	0.000000	-168.524500	-257.500000	-426.024500	0	-426	-124939	87.85	93.0
D:	1568.71	2039	8785	21	426	9300	0.000000	-168.653250	-257.500000	-426.153250	0	-426	-124939	87.85	93.0
D:	1574.08	1752	8786	21	425	9300	0.000000	-168.781750	-257.000000	-425.910250	0	-425	-124939	87.86	93.0
D:	1579.45	1726	8786	21	425	9300	0.000000	-169.038250	-256.000000	-425.038250	0	-425	-124939	87.86	93.0
D:	1584.83	1748	8788	21	425	9300	0.000000	-169.166000	-255.500000	-424.666000	0	-425	-124939	87.88	93.0
D:	1590.21	1757	8789	21	424	9300	0.000000	-169.293500	-255.000000	-424.293500	0	-424	-124939	87.89	93.0
D:	1595.58	1784	8791	21	424	9300	0.000000	-169.420750	-254.500000	-423.920750	0	-424	-124939	87.91	93.0
D:	1600.95	1720	8791	21	423	9300	0.000000	-169.547750	-254.000000	-423.547750	0	-423	-124939	87.91	93.0
D:	1606.33	1759	8791	21	423	9300	0.000000	-169.674750	-254.000000	-423.674750	0	-423	-124939	87.91	93.0
D:	1611.70	1732	8792	21	423	9300	-0.000000	-169.802000	-254.500000	-424.302000	0	-423	-124939	87.92	93.0
D:	1617.08	1755	8791	21	424	9300	0.000000	-169.929250	-254.500000	-424.429250	0	-424	-124939	87.91	93.0
D:	1622.73	1706	8789	21	424	9300	-0.000000	-170.057000	-255.500000	-425.557000	0	-425	-124939	87.89	93.0
D:	1628.22	1756	8789	21	425	9300	0.000000	-170.184750	-255.500000	-425.684750	0	-425	-124939	87.89	93.0
D:	1633.71	1976	8790	21	425	9300	0.000000	-170.312250	-255.000000	-425.439750	0	-425	-124939	87.9	93.0
D:	1639.48	1968	8790	21	425	9300	-0.000000	-170.567500	-255.500000	-426.067500	0	-425	-124939	87.9	93.0
D:	1644.83	1544	8789	21	426	9300	-0.000000	-170.695500	-256.000000	-426.695500	0	-426	-124939	87.89	93.0
D:	1650.20	1790	8788	21	426	9300	-0.000000	-170.823750	-256.500000	-427.323750	0	-426	-124939	87.88	93.0
D:	1655.58	1712	8787	21	427	9300	0.000000	-170.952000	-256.500000	-427.452000	0	-427	-124939	87.87	93.0
D:	1661.33	1544	8786	21	427	9300	-0.000000	-171.080750	-257.500000	-428.580750	0	-427	-124939	87.86	93.0
D:	1666.70	1789	8785	21	428	9300	-0.000000	-171.209750	-258.000000	-429.209750	0	-428	-124939	87.85	93.0
D:	1672.24	1778	8784	21	429	9300	-0.000000	-171.339000	-258.500000	-429.839000	0	-429	-124939	87.84	93.0
D:	1677.76	1974	8782	21	429	9300	-0.000000	-171.468500	-259.000000	-430.468500	0	-430	-124939	87.82	93.0
D:	1683.10	1738	8782	21	430	9300	0.000000	-171.598000	-259.000000	-430.598000	0	-430	-124939	87.82	93.0
D:	1688.45	1784	8780	21	431	9300	-0.000000	-171.728000	-260.000000	-431.728000	0	-431	-124939	87.8	93.0
D:	1693.83	1759	8780	21	431	9300	0.000000	-171.858000	-260.000000	-431.858000	0	-431	-124939	87.8	93.0
D:	1699.20	1555	8781	21	431	9300	0.000000	-171.987750	-259.500000	-431.117250	0	-431	-124939	87.81	93.0
D:	1704.58	1539	8782	21	431	9300	0.000000	-172.246750	-259.000000	-431.246750	0	-431	-124939	87.82	93.0
D:	1709.97	1783	8782	21	431	9300	0.000000	-172.376250	-259.000000	-431.376250	0	-431	-124939	87.82	93.0
D:	1715.33	1759	8782	21	431	9300	-0.000000	-172.506000	-259.500000	-432.006000	0	-431	-124939	87.82	93.0
D:	1720.70	1544	8781	21	432	9300	0.000000	-172.635750	-259.500000	-432.135750	0	-432	-124939	87.81	93.0
D:	1726.08	1726	8781	21	432	9300	0.000000	-172.765500	-259.500000	-432.265500	0	-432	-124939	87.81	93.0
D:	1731.45	1695	8781	21	432	9300	0.000000	-172.895250	-259.500000	-432.395250	0	-432	-124939	87.81	93.0
D:	1736.84	1720	8781	21	432	9300	0.000000	-173.025000	-259.500000	-432.525000	0	-432	-124939	87.81	93.0
D:	1742.20	1540	8782	21	432	9300	0.000000	-173.154750	-259.500000	-432.654750	0	-432	-124939	87.82	93.0
D:	1747.58	1791	8781	21	432	9300	0.000000	-173.284500	-259.500000	-432.784500	0	-432	-124939	87.81	93.0
D:	1752.95	1790	8781	21	432	9300	0.000000	-173.414250	-259.500000	-432.914250	0	-432	-124939	87.81	93.0
D:	1758.34	1712	8781	21	433	9300	0.000000	-173.544000	-259.500000	-433.044000	0	-433	-124939	87.81	93.0
D:	1763.70	1767	8779	21	434	9300	-0.000000	-173.674250	-260.500000	-434.174250	0	-434	-124939	87.79	93.0
D:	1769.08	1789	8777	21	435	9300	-0.000000	-173.805000	-261.500000	-435.305000	0	-435	-124939	87.77	93.0
D:	1774.45	2046	8776	21	435	9300	0.000000	-174.067000	-262.000000	-436.067000	0	-435	-124939	87.76	93.0
D:	1779.84	1784	8776	21	436	9300	-0.000000	-174.198250	-262.500000	-436.698250	0	-436	-124939	87.76	93.0
D:	1785.20	1752	8775	21	436	9300	-0.000000	-174.329750	-263.000000	-437.329750	0	-436	-124939	87.75	93.0
D:	1790.58	1787	8773	21	437	9300	-0.000000	-174.461750	-264.000000	-438.461750	0	-437	-124939	87.73	93.0
D:	1795.96	1773	8772	21	438	9300	0.000000	-174.593500	-263.500000	-438.093500	0	-438	-124939	87.72	93.0
D:	1801.33	1752	8773	21	438	9300	0.000000	-174.725250	-263.500000	-438.225250	0	-438	-124939	87.73	93.0
D:	1806.70	1789	8773	21	438	9300	0.000000	-174.857000	-263.500000	-438.357000	0	-438	-124939	87.73	93.0
D:	1812.09	1791	8773	21	438	9300	0.000000	-174.988500	-263.000000	-437.988500	0	-438	-124939	87.73	93.0
D:	1817.45	1732	8774	21	437	9300	0.000000	-175.120000	-263.000000	-438.120000	0	-437	-124939	87.74	93.0
D:	1822.95	1976	8773	21	438	9300	-0.000000	-175.251750	-263.500000	-438.751750	0	-438	-124939	87.73	93.0
D:	1828.33	1577	8774	21	438	9300	0.000000	-175.383250	-263.000000	-438.383250	0	-438	-124939	87.74	93.0
D:	1833.70	1969	8775	21	438	9300	0.000000	-175.514500	-262.500000	-438.014500	0	-438	-124939	87.75	93.0
D:	1839.09	1768	8778	21	436	9300	0.000000	-175.645000	-261.000000	-436.645000	0	-436	-124939	87.78	93.0
D:	1844.45	1576	8778	21	436	9300	-0.000000	-175.906250	-261.500000	-437.406250	0	-436	-124939	87.78	93.0
D:	1849.83	1755	8778	21	437	9300	0.000000	-176.036500	-260.500000	-436.536500	0	-437	-124939	87.78	93.0
D:	1855.20	1730	8779	21	436	9300	0.000000	-176.166500	-260.000000	-436.166500	0	-436	-124939	87.79	93.0
D:	1860.59	1726	8780	21	436	9300	0.000000	-176.296500	-260.000000	-436.296500	0	-436	-124939	87.8	93.0
D:	1865.95	1713	8781	21	436	9300	0.000000	-176.426250	-259.500000	-435.926250	0	-436	-124939	87.81	93.0
D:	1871.32	1784	8781	21	435	9300	0.000000	-176.556000	-259.500000	-436.056000	0	-435	-124939	87.81	93.0
D:	1876.82	1549	8781	21	436	9300	0.000000	-176.685750	-259.500000	-436.185750	0	-436	-124939	87.81	93.0
D:	1882.36	1750	8781	21	436	9300	0.000000	-176.815500	-259.500000	-436.315500	0	-436	-124939	87.81	93.0
D:	1887.97	1540	8781	21	436	9300	0.000000	-176.945250	-259.500000	-436.445250	0	-436	-124939	87.81	93.0
D:	1893.32	1730	8781	21	436	9300	0.000000	-177.075000	-259.500000	-436.575000	0	-436	-124939	87.81	93.0
D:	1898.70	1725	8780	21	437	9300	-0.000000	-177.205000	-260.000000	-437.205000	0	-437	-124939	87.8	93.0
D:	1904.08	1748	8780	21	437	9300	0.000000	-177.335000	-260.000000	-437.335000	0	-437	-124939	87.8	93.0
D:	1909.47	1560	8781	21	436	9300	0.000000	-177.594500	-259.500000	-437.094500	0	-436	-124939	87.81	93.0
D:	1914.91	1754	8781	21	437	9300	0.000000	-177.724000	-259.000000	-436.724000	0	-437	-124939	87.81	93.0
D:	1920.34	1548	8782	21	436	9300	0.000000	-177.853500	-259.000000	-436.853500	0	-436	-124939	87.82	93.0
D:	1925.71	1759	8782	21	436	9300	0.000000	-177.983000	-259.000000	-436.983000	0	-436	-124939	87.82	93.0
D:	1931.33	1739	8781	21	436	9300	-0.000000	-178.112750	-259.500000	-437.612750	0	-436	-124939	87.81	93.0
D:	1936.70	1774	8781	21	437	9300	0.000000	-178.242500	-259.500000	-437.742500	0	-437	-124939	87.81	93.0
D:	1942.11	1538	8781	21	437	9300	0.000000	-178.372250	-259.500000	-437.872250	0	-437	-124939	87.81	93.0
D:	1947.58	2010	8781	21	437	9300	0.000000	-178.502000	-259.500000	-438.002000	0	-437	-124939	87.81	93.0
D:	1953.22	1784	8781	21	438	9300	0.000000	-178.631750	-259.500000	-438.131750	0	-438	-124939	87.81	93.0
D:	1958.60	1791	8782	21	437	9300	0.000000	-178.761250	-259.000000	-437.761250	0	-437	-124939	87.82	93.0
D:	1964.36	1789	8782	21	437	9300	-0.000000	-179.020500	-259.500000	-438.520500	0	-437	-124939	87.82	93.0
D:	1971.09	8634	8781	21	438	9300	0.000000	-179.150250	-259.500000	-438.650250	0	-438	-124939	87.81	93.0
D:	1976.61	1711	8780	21	438	9300	-0.000000	-179.280250	-260.000000	-439.280250	0	-438	-124939	87.8	93.0
D:	1981.96	1738	8779	21	439	9300	-0.000000	-179.410750	-261.000000	-440.410750	0	-439	-124939	87.79	93.0
D:	1987.33	1788	8778	21	440	9300	-0.000000	-179.541500	-261.500000	-441.041500	0	-440	-124939	87.78	93.0
D:	1992.70	1789	8776	21	441	9300	-0.000000	-179.672500	-262.000000	-441.672500	0	-441	-124939	87.76	93.0
D:	1998.48	1790	8774	21	442	9300	-0.000000	-179.804000	-263.000000	-442.804000	0	-442	-124939	87.74	93.0
D:	2003.99	1721	8773	21	443	9300	-0.000000	-179.935750	-263.500000	-443.435750	0	-443	-124939	87.73	93.0
D:	2009.46	1752	8771	21	444	9300	0.000000	-180.068000	-264.500000	-444.200000	0	-444	-124939	87.71	93.0
D:	2014.83	1759	8772	21	444	9300	0.000000	-180.332000	-264.000000	-444.332000	0	-444	-124939	87.72	93.0
D:	2020.20	1736	8772	21	444	9300	0.000000	-180.464000	-264.000000	-444.464000	0	-444	-124939	87.72	93.0
D:	2025.58	1771	8773	21	444	9300	0.000000	-180.595500	-263.000000	-443.595500	0	-444	-124939	87.73	93.0
D:	2031.21	1755	8774	21	443	9300	0.000000	-180.726750	-262.500000	-443.226750	0	-443	-124939	87.74	93.0
D:	2036.58	1976	8774	21	443	9300	0.000000	-180.858000	-262.500000	-443.358000	0	-443	-124939	87.74	93.0
D:	2042.10	1735	8776	21	443	9300	0.000000	-180.989000	-262.000000	-442.989000	0	-443	-124939	87.76	93.0
D:	2047.72	1546	8777	21	442	9300	0.000000	-181.119750	-261.500000	-442.619750	0	-442	-124939	87.77	93.0
D:	2053.21	1736	8778	21	442	9300	0.000000	-181.250000	-260.500000	-441.750000	0	-441	-124939	87.78	93.0
D:	2058.58	1795	8781	21	440	9300	0.000000	-181.379750	-259.500000	-440.879750	0	-440	-124939	87.81	93.0
D:	2063.95	8968	8782	21	440	9300	0.000000	-181.509250	-259.000000	-440.509250	0	-440	-124939	87.82	93.0
D:	2069.34	1771	8785	21	439	9300	0.000000	-181.765750	-255.500000	-437.265750	0	-439	-124939	87.85	93.0
D:	2075.13	2008	8789	21	437	9300	0.000000	-181.892750	-254.000000	-435.892750	0	-437	-124939	87.89	93.0
D:	2080.46	1800	8793	21	435	9300	0.000000	-182.018500	-251.500000	-433.518500	0	-435	-124939	87.93	93.0
D:	2085.83	2024	8798	21	433	9300	0.000000	-182.143250	-249.500000	-431.643250	0	-433	-124939	87.98	93.0
D:	2091.60	1560	8804	21	431	9300	0.000000	-182.266500	-246.500000	-428.766500	0	-431	-124939	88.04	93.0
D:	2096.95	2029	8810	21	428	9300	0.000000	-182.388250	-243.500000	-425.888250	0	-428	-124939	88.1	93.0
D:	2102.35	1544	8817	21	425	9300	0.000000	-182.508250	-240.000000	-422.508250	0	-425	-124939	88.17	93.0
D:	2107.85	2040	8825	21	422	9300	0.000000	-182.626500	-236.500000	-419.126500	0	-422	-124939	88.25	93.0
D:	2113.32	1806	8834	21	419	9300	0.000000	-182.742500	-232.000000	-414.742500	0	-414	-124939	88.34	93.0
D:	2118.70	1876	8844	21	410	9300	0.000000	-182.856250	-227.500000	-410.356250	0	-410	-124939	88.44	93.0
D:	2124.07	1802	8855	21	404	9300	0.000000	-182.967250	-222.000000	-404.967250	0	-404	-124939	88.55	93.0
D:	2129.45	1811	8866	21	400	9300	0.000000	-183.075750	-217.000000	-400.075750	0	-400	-124939	88.66	93.0
D:	2134.97	1887	8879	21	394	9300	0.000000	-183.283750	-204.500000	-387.783750	0	-394	-124939	88.79	93.0
D:	2140.32	1899	8893	21	387	9300	0.000000	-183.383000	-198.500000	-381.883000	0	-387	-124939	88.93	93.0
D:	2145.69	1845	8907	21	381	9300	0.000000	-183.478500	-191.000000	-374.478500	0	-381	-124939	89.07	93.0
D:	2151.12	1854	8924	21	374	9300	0.000000	-183.570250	-183.500000	-367.070250	0	-374	-124939	89.24	93.0
D:	2156.45	1866	8940	21	367	9300	0.000000	-183.657750	-175.000000	-358.657750	0	-367	-124939	89.4	93.0
D:	2161.83	1881	8959	21	358	9300	0.000000	-183.741000	-166.500000	-350.241000	0	-358	-124939	89.59	93.0
D:	2167.20	1960	8977	21	350	9300	0.000000	-183.820000	-158.000000	-341.820000	0	-350	-124939	89.77	93.0
D:	2172.58	9367	8996	21	341	9300	0.000000	-183.894500	-149.000000	-332.894500	0	-341	-124939	89.96	93.0
D:	2177.97	1904	9015	21	332	9300	0.000000	-183.964500	-140.000000	-323.964500	0	-332	-124939	90.15	93.0
D:	2183.33	1971	9035	21	323	9300	0.000000	-184.029750	-130.500000	-314.529750	0	-314	-124939	90.35	93.0
D:	2189.08	1896	9057	21	305	9300	0.000000	-184.090250	-121.000000	-305.090250	0	-305	-124939	90.57	93.0
D:	2194.59	1982	9078	21	295	9300	0.000000	-184.196750	-101.500000	-285.696750	0	-295	-124939	90.78	93.0
D:	2200.23	1946	9099	21	285	9300	0.000000	-184.242750	-92.000000	-276.242750	0	-285	-124939	90.99	93.0
D:	2205.70	1919	9121	21	276	9300	0.000000	-184.284000	-82.500000	-266.784000	0	-276	-124939	91.21	93.0
D:	2211.07	1944	9142	21	266	9300	0.000000	-184.320250	-72.500000	-256.820250	0	-266	-124939	91.42	93.0
D:	2216.58	1936	9164	21	256	9300	0.000000	-184.351250	-62.000000	-246.351250	0	-256	-124939	91.64	93.0
D:	2221.95	1966	9186	21	246	9300	0.000000	-184.377250	-52.000000	-236.377250	0	-246	-124939	91.86	93.0
D:	2227.32	2026	9209	21	236	9300	0.000000	-184.397750	-41.000000	-225.397750	0	-236	-124939	92.09	93.0
D:	2232.70	2011	9231	21	225	9300	0.000000	-184.413250	-31.000000	-215.413250	0	-225	-124939	92.31	93.0
D:	2238.07	2015	9254	21	215	9300	0.000000	-184.423500	-20.500000	-204.923500	0	-215	-124939	92.54	93.0
D:	2243.58	2025	9277	21	204	9300	0.000000	-184.428500	-10.000000	-194.428500	0	-194	-124939	92.77	93.0
D:	2248.95	1994	9299	21	183	9300	0.000000	-184.428250	0.500000	-183.928250	0	-183	-124939	92.99	93.0
D:	2254.47	1988	9322	21	173	9300	0.000000	-184.423000	10.500000	-163.412500	0	-173	-124939	93.22	93.0
D:	2260.10	2039	9344	21	163	9300	0.000000	-184.397000	31.000000	-153.397000	0	-163	-124939	93.44	93.0
